,treatment,induction,fate,day,replicate
937S_MSCB-164,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-165,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-166,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-167,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-168,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-169,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-170,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-171,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-172,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-173,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-174,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-175,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-176,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-177,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-178,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-179,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-180,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-181,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-182,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-183,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-184,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-185,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-186,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-187,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-188,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-189,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-190,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-191,n/a,C/EBPα,n/a,0.75,1
937S_MSCB-192,n/a,C/EBPα,n/a,0.75,1
938S_MSCB-001,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-002,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-003,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-004,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-005,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-006,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-007,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-008,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-009,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-010,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-011,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-012,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-013,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-014,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-015,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-016,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-017,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-018,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-019,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-020,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-021,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-022,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-023,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-024,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-025,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-026,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-027,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-028,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-029,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-030,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-031,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-032,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-033,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-034,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-035,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-036,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-037,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-038,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-039,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-040,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-041,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-042,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-043,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-044,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-045,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-046,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-047,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-048,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-049,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-050,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-051,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-052,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-053,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-054,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-055,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-056,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-057,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-058,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-059,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-060,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-061,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-062,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-063,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-064,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-065,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-066,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-067,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-068,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-069,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-070,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-071,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-072,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-073,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-074,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-075,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-076,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-077,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-078,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-079,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-080,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-081,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-082,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-083,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-084,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-085,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-086,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-087,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-088,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-089,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-090,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-091,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-092,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-093,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-094,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-095,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-096,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-097,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-098,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-099,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-100,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-101,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-102,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-103,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-104,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-105,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-106,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-107,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-108,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-109,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-110,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-111,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-112,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-113,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-114,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-115,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-116,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-117,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-118,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-119,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-120,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-121,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-122,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-123,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-124,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-125,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-126,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-127,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-128,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-129,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-130,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-131,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-132,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-133,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-134,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-135,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-136,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-137,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-138,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-139,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-140,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-141,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-142,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-143,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-144,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-145,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-146,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-147,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-148,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-149,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-150,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-151,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-152,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-153,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-154,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-155,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-156,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-157,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-158,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-159,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-160,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-161,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-162,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-163,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-164,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-165,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-166,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-167,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-168,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-169,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-170,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-171,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-172,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-173,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-174,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-175,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-176,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-177,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-178,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-179,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-180,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-181,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-182,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-183,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-184,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-185,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-186,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-187,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-188,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-189,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-190,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-191,reprogramming,OSKM,iPSCs,8.0,0
938S_MSCB-192,reprogramming,OSKM,iPSCs,8.0,0
939S_MSCB-001,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-002,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-003,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-004,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-005,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-006,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-007,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-008,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-009,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-010,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-011,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-012,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-013,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-014,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-015,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-016,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-017,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-018,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-019,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-020,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-021,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-022,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-023,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-024,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-025,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-026,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-027,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-028,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-029,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-030,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-031,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-032,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-033,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-034,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-035,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-036,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-037,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-038,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-039,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-040,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-041,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-042,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-043,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-044,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-045,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-046,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-047,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-048,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-049,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-050,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-051,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-052,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-053,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-054,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-055,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-056,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-057,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-058,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-059,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-060,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-061,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-062,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-063,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-064,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-065,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-066,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-067,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-068,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-069,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-070,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-071,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-072,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-073,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-074,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-075,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-076,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-077,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-078,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-079,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-080,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-081,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-082,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-083,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-084,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-085,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-086,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-087,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-088,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-089,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-090,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-091,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-092,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-093,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-094,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-095,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-096,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-097,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-098,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-099,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-100,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-101,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-102,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-103,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-104,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-105,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-106,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-107,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-108,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-109,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-110,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-111,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-112,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-113,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-114,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-115,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-116,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-117,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-118,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-119,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-120,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-121,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-122,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-123,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-124,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-125,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-126,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-127,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-128,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-129,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-130,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-131,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-132,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-133,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-134,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-135,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-136,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-137,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-138,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-139,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-140,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-141,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-142,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-143,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-144,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-145,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-146,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-147,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-148,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-149,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-150,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-151,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-152,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-153,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-154,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-155,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-156,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-157,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-158,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-159,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-160,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-161,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-162,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-163,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-164,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-165,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-166,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-167,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-168,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-169,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-170,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-171,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-172,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-173,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-174,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-175,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-176,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-177,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-178,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-179,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-180,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-181,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-182,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-183,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-184,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-185,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-186,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-187,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-188,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-189,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-190,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-191,reprogramming,OSKM,iPSCs,8.0,1
939S_MSCB-192,reprogramming,OSKM,iPSCs,8.0,1
