,treatment,induction,fate,day,replicate
933S_MSCB-080,n/a,C/EBPα,n/a,0.0,1
933S_MSCB-081,n/a,C/EBPα,n/a,0.0,1
933S_MSCB-082,n/a,C/EBPα,n/a,0.0,1
933S_MSCB-083,n/a,C/EBPα,n/a,0.0,1
933S_MSCB-084,n/a,C/EBPα,n/a,0.0,1
933S_MSCB-085,n/a,C/EBPα,n/a,0.0,1
933S_MSCB-086,n/a,C/EBPα,n/a,0.0,1
933S_MSCB-087,n/a,C/EBPα,n/a,0.0,1
933S_MSCB-088,n/a,C/EBPα,n/a,0.0,1
933S_MSCB-089,n/a,C/EBPα,n/a,0.0,1
933S_MSCB-090,n/a,C/EBPα,n/a,0.0,1
933S_MSCB-091,n/a,C/EBPα,n/a,0.0,1
933S_MSCB-092,n/a,C/EBPα,n/a,0.0,1
933S_MSCB-093,n/a,C/EBPα,n/a,0.0,1
933S_MSCB-094,n/a,C/EBPα,n/a,0.0,1
933S_MSCB-095,n/a,C/EBPα,n/a,0.0,1
933S_MSCB-096,n/a,C/EBPα,n/a,0.0,1
933S_MSCB-097,n/a,C/EBPα,n/a,0.0,1
933S_MSCB-098,n/a,C/EBPα,n/a,0.0,1
933S_MSCB-099,n/a,C/EBPα,n/a,0.0,1
933S_MSCB-100,n/a,C/EBPα,n/a,0.0,1
933S_MSCB-101,n/a,C/EBPα,n/a,0.0,1
933S_MSCB-102,n/a,C/EBPα,n/a,0.0,1
933S_MSCB-103,n/a,C/EBPα,n/a,0.0,1
933S_MSCB-104,n/a,C/EBPα,n/a,0.0,1
933S_MSCB-105,n/a,C/EBPα,n/a,0.0,1
933S_MSCB-106,n/a,C/EBPα,n/a,0.0,1
933S_MSCB-107,n/a,C/EBPα,n/a,0.0,1
933S_MSCB-108,n/a,C/EBPα,n/a,0.0,1
933S_MSCB-109,n/a,C/EBPα,n/a,0.0,1
933S_MSCB-110,n/a,C/EBPα,n/a,0.0,1
933S_MSCB-111,n/a,C/EBPα,n/a,0.0,1
933S_MSCB-112,n/a,C/EBPα,n/a,0.0,1
933S_MSCB-113,n/a,C/EBPα,n/a,0.0,1
933S_MSCB-114,n/a,C/EBPα,n/a,0.0,1
933S_MSCB-115,n/a,C/EBPα,n/a,0.0,1
933S_MSCB-116,n/a,C/EBPα,n/a,0.0,1
933S_MSCB-117,n/a,C/EBPα,n/a,0.0,1
933S_MSCB-118,n/a,C/EBPα,n/a,0.0,1
933S_MSCB-119,n/a,C/EBPα,n/a,0.0,1
933S_MSCB-120,n/a,C/EBPα,n/a,0.0,1
933S_MSCB-121,n/a,C/EBPα,n/a,0.0,1
933S_MSCB-122,n/a,C/EBPα,n/a,0.0,1
933S_MSCB-123,n/a,C/EBPα,n/a,0.0,1
933S_MSCB-124,n/a,C/EBPα,n/a,0.0,1
933S_MSCB-125,n/a,C/EBPα,n/a,0.0,1
933S_MSCB-126,n/a,C/EBPα,n/a,0.0,1
933S_MSCB-127,n/a,C/EBPα,n/a,0.0,1
933S_MSCB-128,n/a,C/EBPα,n/a,0.0,1
933S_MSCB-129,n/a,C/EBPα,n/a,0.0,1
933S_MSCB-130,n/a,C/EBPα,n/a,0.0,1
933S_MSCB-131,n/a,C/EBPα,n/a,0.0,1
933S_MSCB-132,n/a,C/EBPα,n/a,0.0,1
933S_MSCB-133,n/a,C/EBPα,n/a,0.0,1
933S_MSCB-134,n/a,C/EBPα,n/a,0.0,1
933S_MSCB-135,n/a,C/EBPα,n/a,0.0,1
933S_MSCB-136,n/a,C/EBPα,n/a,0.0,1
933S_MSCB-137,n/a,C/EBPα,n/a,0.0,1
933S_MSCB-138,n/a,C/EBPα,n/a,0.0,1
933S_MSCB-139,n/a,C/EBPα,n/a,0.0,1
933S_MSCB-140,n/a,C/EBPα,n/a,0.0,1
933S_MSCB-141,n/a,C/EBPα,n/a,0.0,1
933S_MSCB-142,n/a,C/EBPα,n/a,0.0,1
933S_MSCB-143,n/a,C/EBPα,n/a,0.0,1
933S_MSCB-144,n/a,C/EBPα,n/a,0.0,1
933S_MSCB-145,n/a,C/EBPα,n/a,0.0,1
933S_MSCB-146,n/a,C/EBPα,n/a,0.0,1
933S_MSCB-147,n/a,C/EBPα,n/a,0.0,1
933S_MSCB-148,n/a,C/EBPα,n/a,0.0,1
933S_MSCB-149,n/a,C/EBPα,n/a,0.0,1
933S_MSCB-150,n/a,C/EBPα,n/a,0.0,1
933S_MSCB-151,n/a,C/EBPα,n/a,0.0,1
933S_MSCB-152,n/a,C/EBPα,n/a,0.0,1
933S_MSCB-153,n/a,C/EBPα,n/a,0.0,1
933S_MSCB-154,n/a,C/EBPα,n/a,0.0,1
933S_MSCB-155,n/a,C/EBPα,n/a,0.0,1
933S_MSCB-156,n/a,C/EBPα,n/a,0.0,1
933S_MSCB-157,n/a,C/EBPα,n/a,0.0,1
933S_MSCB-158,n/a,C/EBPα,n/a,0.0,1
933S_MSCB-159,n/a,C/EBPα,n/a,0.0,1
933S_MSCB-160,n/a,C/EBPα,n/a,0.0,1
933S_MSCB-161,n/a,C/EBPα,n/a,0.0,1
933S_MSCB-162,n/a,C/EBPα,n/a,0.0,1
933S_MSCB-163,n/a,C/EBPα,n/a,0.0,1
933S_MSCB-164,n/a,C/EBPα,n/a,0.0,1
933S_MSCB-165,n/a,C/EBPα,n/a,0.0,1
933S_MSCB-166,n/a,C/EBPα,n/a,0.0,1
933S_MSCB-167,n/a,C/EBPα,n/a,0.0,1
933S_MSCB-168,n/a,C/EBPα,n/a,0.0,1
933S_MSCB-169,n/a,C/EBPα,n/a,0.0,1
933S_MSCB-170,n/a,C/EBPα,n/a,0.0,1
933S_MSCB-171,n/a,C/EBPα,n/a,0.0,1
933S_MSCB-172,n/a,C/EBPα,n/a,0.0,1
933S_MSCB-173,n/a,C/EBPα,n/a,0.0,1
933S_MSCB-174,n/a,C/EBPα,n/a,0.0,1
933S_MSCB-175,n/a,C/EBPα,n/a,0.0,1
933S_MSCB-176,n/a,C/EBPα,n/a,0.0,1
933S_MSCB-177,n/a,C/EBPα,n/a,0.0,1
933S_MSCB-178,n/a,C/EBPα,n/a,0.0,1
933S_MSCB-179,n/a,C/EBPα,n/a,0.0,1
933S_MSCB-180,n/a,C/EBPα,n/a,0.0,1
933S_MSCB-181,n/a,C/EBPα,n/a,0.0,1
933S_MSCB-182,n/a,C/EBPα,n/a,0.0,1
933S_MSCB-183,n/a,C/EBPα,n/a,0.0,1
933S_MSCB-184,n/a,C/EBPα,n/a,0.0,1
933S_MSCB-185,n/a,C/EBPα,n/a,0.0,1
933S_MSCB-186,n/a,C/EBPα,n/a,0.0,1
933S_MSCB-187,n/a,C/EBPα,n/a,0.0,1
933S_MSCB-188,n/a,C/EBPα,n/a,0.0,1
933S_MSCB-189,n/a,C/EBPα,n/a,0.0,1
933S_MSCB-190,n/a,C/EBPα,n/a,0.0,1
933S_MSCB-191,n/a,C/EBPα,n/a,0.0,1
933S_MSCB-192,n/a,C/EBPα,n/a,0.0,1
934S_MSCB-001,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-002,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-003,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-004,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-005,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-006,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-007,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-008,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-009,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-010,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-011,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-012,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-013,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-014,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-015,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-016,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-017,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-018,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-019,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-020,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-021,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-022,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-023,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-024,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-025,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-026,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-027,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-028,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-029,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-030,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-031,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-032,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-033,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-034,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-035,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-036,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-037,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-038,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-039,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-040,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-041,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-042,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-043,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-044,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-045,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-046,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-047,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-048,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-049,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-050,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-051,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-052,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-053,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-054,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-055,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-056,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-057,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-058,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-059,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-060,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-061,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-062,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-063,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-064,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-065,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-066,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-067,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-068,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-069,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-070,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-071,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-072,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-073,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-074,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-075,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-076,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-077,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-078,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-079,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-080,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-081,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-082,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-083,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-084,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-085,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-086,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-087,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-088,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-089,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-090,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-091,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-092,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-093,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-094,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-095,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-096,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-097,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-098,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-099,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-100,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-101,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-102,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-103,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-104,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-105,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-106,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-107,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-108,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-109,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-110,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-111,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-112,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-113,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-114,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-115,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-116,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-117,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-118,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-119,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-120,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-121,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-122,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-123,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-124,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-125,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-126,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-127,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-128,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-129,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-130,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-131,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-132,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-133,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-134,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-135,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-136,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-137,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-138,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-139,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-140,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-141,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-142,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-143,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-144,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-145,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-146,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-147,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-148,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-149,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-150,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-151,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-152,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-153,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-154,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-155,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-156,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-157,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-158,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-159,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-160,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-161,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-162,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-163,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-164,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-165,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-166,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-167,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-168,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-169,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-170,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-171,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-172,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-173,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-174,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-175,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-176,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-177,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-178,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-179,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-180,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-181,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-182,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-183,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-184,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-185,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-186,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-187,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-188,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-189,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-190,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-191,transdifferentiation,C/EBPα,iMac,4.75,0
934S_MSCB-192,transdifferentiation,C/EBPα,iMac,4.75,0
935S_MSCB-001,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-002,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-003,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-004,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-005,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-006,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-007,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-008,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-009,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-010,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-011,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-012,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-013,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-014,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-015,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-016,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-017,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-018,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-019,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-020,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-021,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-022,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-023,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-024,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-025,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-026,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-027,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-028,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-029,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-030,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-031,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-032,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-033,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-034,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-035,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-036,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-037,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-038,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-039,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-040,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-041,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-042,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-043,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-044,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-045,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-046,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-047,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-048,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-049,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-050,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-051,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-052,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-053,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-054,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-055,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-056,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-057,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-058,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-059,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-060,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-061,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-062,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-063,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-064,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-065,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-066,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-067,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-068,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-069,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-070,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-071,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-072,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-073,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-074,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-075,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-076,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-077,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-078,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-079,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-080,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-081,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-082,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-083,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-084,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-085,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-086,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-087,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-088,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-089,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-090,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-091,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-092,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-093,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-094,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-095,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-096,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-097,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-098,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-099,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-100,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-101,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-102,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-103,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-104,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-105,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-106,transdifferentiation,C/EBPα,iMac,4.75,1
935S_MSCB-107,transdifferentiation,C/EBPα,iMac,4.75,1
